year,month,day_of_week,hour_of_day,province,district,road_type,road_condition,weather_condition,lighting_condition,vehicle_type,vehicles_involved,accident_cause,is_rush_hour,is_weekend,is_night,is_foggy_month,num_injured,num_killed,severity
2021,6,Tuesday,8,KPK,Peshawar,Rural Road,Poor,Clear,Daylight,Bus/Coach,2,Wrong Overtaking,1,0,0,0,4,1,Medium
2020,2,Friday,1,AJK,Mirpur,Provincial Highway,Average,Dusty/Smoggy,No Light,Motorcycle,4,Wrong Overtaking,0,0,1,1,11,1,High
2023,6,Sunday,7,KPK,Bannu,Provincial Highway,Under Repair,Clear,Daylight,Motorcycle,3,Road Condition,1,1,0,0,5,2,Medium
2023,2,Thursday,11,Punjab,Faisalabad,Urban Road,Average,Dusty/Smoggy,Daylight,Motorcycle,2,Driver Fatigue,0,0,0,1,5,2,Medium
2021,1,Friday,15,Punjab,Multan,National Highway,Good,Clear,Dawn/Dusk,Motorcycle,2,Pedestrian Error,0,0,0,1,2,0,Medium
2020,1,Friday,14,Punjab,Sargodha,Rural Road,Good,Clear,Daylight,Motorcycle,1,Road Condition,0,0,0,1,1,0,Low
2021,4,Saturday,19,Punjab,Sargodha,National Highway,Average,Clear,No Light,Motorcycle,1,Over Speeding,1,1,0,0,9,1,High
2018,4,Tuesday,22,Punjab,Rahim Yar Khan,Provincial Highway,Average,Dusty/Smoggy,Street Light,Bus/Coach,4,Over Speeding,0,0,1,0,6,4,High
2022,7,Tuesday,9,Sindh,Thatta,Rural Road,Good,Foggy,Dawn/Dusk,Rickshaw,2,Drunk Driving,1,0,0,0,2,1,Medium
2022,7,Tuesday,18,Balochistan,Khuzdar,Motorway,Good,Rainy,Daylight,Car/Taxi,3,Road Condition,1,0,0,0,2,0,Low
2021,11,Monday,12,Balochistan,Quetta,Provincial Highway,Good,Clear,Daylight,Truck/Lorry,1,Mechanical Failure,1,0,0,1,0,0,Low
2019,1,Saturday,4,Sindh,Larkana,National Highway,Good,Foggy,Street Light,Car/Taxi,1,Over Speeding,0,1,1,1,6,1,High
2020,6,Tuesday,5,Islamabad,Islamabad,National Highway,Poor,Clear,No Light,Van/Pickup,2,Mechanical Failure,0,0,1,0,4,0,Medium
2021,7,Saturday,9,Sindh,Sukkur,National Highway,Average,Clear,Daylight,Motorcycle,4,Over Speeding,1,1,0,0,10,4,High
2018,11,Monday,19,Balochistan,Gwadar,Provincial Highway,Good,Clear,Dawn/Dusk,Truck/Lorry,3,Driver Fatigue,1,0,0,1,5,0,Medium
2021,4,Tuesday,21,Sindh,Nawabshah,Urban Road,Poor,Clear,No Light,Motorcycle,1,Driver Fatigue,0,0,0,0,4,1,Medium
2019,5,Friday,20,Punjab,Lahore,Provincial Highway,Good,Clear,No Light,Rickshaw,1,Over Speeding,1,0,0,0,1,2,Medium
2021,10,Wednesday,18,Balochistan,Quetta,National Highway,Good,Clear,No Light,Motorcycle,2,Signal Violation,1,0,0,0,11,2,High
2020,7,Tuesday,2,Punjab,Faisalabad,National Highway,Average,Clear,Street Light,Motorcycle,2,Drunk Driving,0,0,1,0,6,2,High
2022,6,Sunday,10,Sindh,Kashmore,National Highway,Average,Dusty/Smoggy,Street Light,Rickshaw,2,Wrong Overtaking,0,1,0,0,2,0,Low
2018,12,Monday,18,Punjab,Rahim Yar Khan,Urban Road,Average,Dusty/Smoggy,Daylight,Bus/Coach,4,Mechanical Failure,1,0,0,1,2,0,Low
2019,12,Sunday,21,KPK,Abbottabad,Urban Road,Poor,Clear,Street Light,Car/Taxi,2,Signal Violation,0,1,0,1,0,0,Low
2021,3,Tuesday,17,Gilgit-Baltistan,Gilgit,Rural Road,Average,Clear,Daylight,Motorcycle,2,Road Condition,1,0,0,0,1,0,Low
2018,7,Sunday,19,Punjab,Sheikhupura,Provincial Highway,Good,Extreme Heat,Dawn/Dusk,Car/Taxi,2,Signal Violation,1,1,0,0,5,0,Medium
2018,6,Friday,12,Balochistan,Zhob,Rural Road,Average,Clear,Dawn/Dusk,Car/Taxi,1,Signal Violation,1,0,0,0,1,0,Low
2021,1,Monday,20,Punjab,Gujranwala,Rural Road,Average,Clear,No Light,Motorcycle,2,Road Condition,1,0,0,1,2,1,Low
2023,3,Saturday,19,Punjab,Bahawalpur,Rural Road,Average,Rainy,Dawn/Dusk,Car/Taxi,2,Over Speeding,1,1,0,0,2,0,Low
2018,12,Tuesday,21,Punjab,Lahore,National Highway,Average,Clear,Street Light,Motorcycle,1,Wrong Overtaking,0,0,0,1,11,1,High
2020,12,Wednesday,3,KPK,Nowshera,National Highway,Good,Clear,No Light,Car/Taxi,2,Over Speeding,0,0,1,1,10,4,High
2020,5,Thursday,12,Punjab,Bahawalpur,Urban Road,Good,Clear,Daylight,Motorcycle,2,Pedestrian Error,1,0,0,0,3,0,Medium
2023,7,Saturday,16,Sindh,Dadu,Provincial Highway,Average,Clear,Daylight,Motorcycle,2,Wrong Overtaking,0,1,0,0,2,0,Medium
2021,1,Wednesday,16,Punjab,Sheikhupura,National Highway,Good,Clear,Daylight,Car/Taxi,2,Wrong Overtaking,0,0,0,1,2,0,Medium
2021,3,Saturday,9,Punjab,Bahawalpur,National Highway,Poor,Dusty/Smoggy,Dawn/Dusk,Car/Taxi,1,Over Speeding,1,1,0,0,4,0,Medium
2021,7,Wednesday,10,KPK,Dera Ismail Khan,Urban Road,Good,Clear,No Light,Car/Taxi,2,Wrong Overtaking,0,0,0,0,1,0,Low
2018,9,Saturday,22,Punjab,Rawalpindi,Urban Road,Average,Foggy,Street Light,Motorcycle,2,Driver Fatigue,0,1,1,0,9,0,High
2018,12,Wednesday,12,Punjab,Sialkot,National Highway,Average,Rainy,Daylight,Bus/Coach,3,Road Condition,1,0,0,1,5,1,High
2021,8,Wednesday,21,Punjab,Gujranwala,Rural Road,Poor,Clear,Street Light,Motorcycle,2,Wrong Overtaking,0,0,0,0,0,0,Low
2021,11,Tuesday,16,Sindh,Sukkur,Provincial Highway,Good,Clear,Street Light,Motorcycle,1,Over Speeding,0,0,0,1,5,0,Medium
2019,5,Thursday,6,Sindh,Hyderabad,Urban Road,Average,Clear,Daylight,Bus/Coach,1,Over Speeding,0,0,0,0,4,1,Medium
2023,4,Tuesday,19,Punjab,Faisalabad,Rural Road,Good,Clear,Dawn/Dusk,Bus/Coach,2,Pedestrian Error,1,0,0,0,1,0,Low
2020,6,Tuesday,15,Punjab,Rahim Yar Khan,Urban Road,Poor,Foggy,Daylight,Motorcycle,2,Driver Fatigue,0,0,0,0,4,1,High
2022,12,Monday,15,Sindh,Kashmore,Urban Road,Good,Clear,Daylight,Motorcycle,2,Wrong Overtaking,0,0,0,1,2,0,Medium
2019,4,Sunday,10,Punjab,Rahim Yar Khan,Provincial Highway,Under Repair,Clear,Dawn/Dusk,Truck/Lorry,3,Pedestrian Error,0,1,0,0,1,0,Medium
2020,10,Thursday,2,Balochistan,Gwadar,Urban Road,Poor,Rainy,No Light,Car/Taxi,1,Drunk Driving,0,0,1,0,4,0,Medium
2019,11,Saturday,9,KPK,Bannu,Urban Road,Poor,Foggy,Daylight,Car/Taxi,2,Over Speeding,1,1,0,1,1,0,Low
2021,3,Sunday,23,Sindh,Hyderabad,National Highway,Average,Dusty/Smoggy,No Light,Motorcycle,2,Wrong Overtaking,0,1,1,0,9,1,High
2019,1,Friday,9,Punjab,Gujranwala,Provincial Highway,Poor,Clear,Daylight,Truck/Lorry,2,Pedestrian Error,1,0,0,1,2,0,Low
2020,12,Saturday,7,KPK,Charsadda,National Highway,Good,Foggy,Daylight,Motorcycle,4,Driver Fatigue,1,1,0,1,3,1,High
2023,1,Tuesday,12,Balochistan,Dera Bugti,Urban Road,Poor,Clear,Daylight,Bicycle,3,Over Speeding,1,0,0,1,4,1,Medium
2021,5,Saturday,20,Sindh,Hyderabad,Urban Road,Poor,Foggy,No Light,Truck/Lorry,3,Over Speeding,1,1,0,0,9,2,High
2019,7,Thursday,4,KPK,Nowshera,Provincial Highway,Poor,Clear,No Light,Car/Taxi,2,Wrong Overtaking,0,0,1,0,1,1,Medium
2019,11,Thursday,15,KPK,Mansehra,Provincial Highway,Good,Clear,Daylight,Motorcycle,1,Wrong Overtaking,0,0,0,1,5,2,High
2023,2,Friday,11,Sindh,Karachi,Urban Road,Good,Foggy,Street Light,Car/Taxi,2,Signal Violation,0,0,0,1,0,0,Low
2020,5,Tuesday,7,Punjab,Sargodha,National Highway,Average,Extreme Heat,Daylight,Truck/Lorry,2,Mobile Phone Use,1,0,0,0,3,1,Medium
2019,5,Wednesday,5,KPK,Dera Ismail Khan,Urban Road,Good,Dusty/Smoggy,Dawn/Dusk,Motorcycle,2,Wrong Overtaking,0,0,1,0,3,0,High
2023,4,Monday,19,Punjab,Sheikhupura,Urban Road,Average,Clear,Daylight,Bus/Coach,1,Over Speeding,1,0,0,0,1,0,Low
2021,6,Tuesday,12,KPK,Peshawar,Urban Road,Under Repair,Clear,Daylight,Bicycle,2,Pedestrian Error,1,0,0,0,5,0,Medium
2019,12,Friday,4,KPK,Mardan,Provincial Highway,Good,Clear,Street Light,Car/Taxi,3,Pedestrian Error,0,0,1,1,0,0,Low
2023,10,Sunday,6,KPK,Nowshera,National Highway,Good,Clear,Daylight,Motorcycle,2,Driver Fatigue,0,1,0,0,2,0,High
2018,7,Tuesday,11,Sindh,Karachi,Provincial Highway,Average,Clear,Daylight,Motorcycle,3,Mobile Phone Use,0,0,0,0,1,0,Medium
2019,5,Saturday,9,Punjab,Faisalabad,National Highway,Good,Clear,Dawn/Dusk,Truck/Lorry,2,Wrong Overtaking,1,1,0,0,1,0,Medium
2023,12,Saturday,13,Punjab,Rawalpindi,National Highway,Good,Foggy,Daylight,Bicycle,2,Pedestrian Error,1,1,0,1,1,1,Medium
2018,12,Monday,12,KPK,Mardan,Urban Road,Good,Clear,Daylight,Motorcycle,2,Signal Violation,1,0,0,1,0,0,Low
2021,9,Wednesday,19,Balochistan,Turbat,Rural Road,Average,Extreme Heat,Street Light,Rickshaw,2,Over Speeding,1,0,0,0,2,0,Low
2021,10,Monday,19,Sindh,Hyderabad,National Highway,Average,Clear,Dawn/Dusk,Motorcycle,1,Over Speeding,1,0,0,0,11,2,High
2018,3,Friday,12,Punjab,Sargodha,Provincial Highway,Good,Dusty/Smoggy,Daylight,Motorcycle,4,Over Speeding,1,0,0,0,11,3,High
2022,7,Thursday,19,Islamabad,Islamabad,National Highway,Average,Dusty/Smoggy,Street Light,Van/Pickup,2,Pedestrian Error,1,0,0,0,1,1,Low
2021,4,Sunday,19,AJK,Mirpur,Provincial Highway,Average,Extreme Heat,No Light,Rickshaw,2,Mechanical Failure,1,1,0,0,0,0,Low
2022,5,Saturday,8,Sindh,Larkana,Urban Road,Poor,Clear,Street Light,Car/Taxi,2,Mobile Phone Use,1,1,0,0,0,0,Low
2020,7,Friday,18,Sindh,Larkana,Rural Road,Poor,Foggy,Daylight,Van/Pickup,2,Wrong Overtaking,1,0,0,0,0,0,Low
2022,7,Saturday,19,KPK,Charsadda,Urban Road,Poor,Clear,Street Light,Bicycle,3,Pedestrian Error,1,1,0,0,2,0,Low
2019,6,Tuesday,23,KPK,Kohat,National Highway,Good,Clear,No Light,Car/Taxi,1,Pedestrian Error,0,0,1,0,1,0,Low
2023,1,Tuesday,10,Islamabad,Islamabad,Provincial Highway,Good,Clear,Daylight,Bicycle,2,Over Speeding,0,0,0,1,2,2,High
2022,4,Sunday,19,Punjab,Lahore,Rural Road,Good,Dusty/Smoggy,Daylight,Rickshaw,2,Road Condition,1,1,0,0,2,0,Low
2023,3,Friday,7,Sindh,Hyderabad,Urban Road,Average,Clear,Daylight,Motorcycle,2,Drunk Driving,1,0,0,0,3,1,Medium
2018,6,Tuesday,14,KPK,Dera Ismail Khan,Rural Road,Poor,Rainy,Daylight,Car/Taxi,4,Over Speeding,0,0,0,0,0,0,Low
2022,12,Monday,7,Balochistan,Khuzdar,National Highway,Poor,Foggy,No Light,Motorcycle,2,Wrong Overtaking,1,0,0,1,8,0,High
2018,2,Monday,20,Balochistan,Gwadar,Urban Road,Poor,Clear,Street Light,Truck/Lorry,2,Signal Violation,1,0,0,1,1,0,Low
2018,8,Tuesday,16,AJK,Muzaffarabad,Provincial Highway,Poor,Foggy,Daylight,Rickshaw,2,Driver Fatigue,0,0,0,0,6,2,High
2021,12,Tuesday,15,Sindh,Kashmore,Provincial Highway,Good,Dusty/Smoggy,No Light,Motorcycle,2,Over Speeding,0,0,0,1,4,0,High
2022,1,Thursday,14,KPK,Dera Ismail Khan,National Highway,Good,Clear,Daylight,Motorcycle,2,Pedestrian Error,0,0,0,1,3,0,High
2018,2,Monday,17,Sindh,Mirpur Khas,National Highway,Poor,Clear,Daylight,Car/Taxi,2,Over Speeding,1,0,0,1,3,1,Medium
2023,7,Sunday,11,Sindh,Nawabshah,Urban Road,Good,Clear,Daylight,Motorcycle,2,Signal Violation,0,1,0,0,0,0,Low
2023,12,Wednesday,2,Punjab,Rawalpindi,Urban Road,Poor,Clear,No Light,Rickshaw,3,Pedestrian Error,0,0,1,1,1,0,Low
2019,4,Sunday,11,KPK,Mardan,Provincial Highway,Average,Dusty/Smoggy,Dawn/Dusk,Motorcycle,2,Road Condition,0,1,0,0,4,2,Medium
2020,10,Thursday,17,AJK,Mirpur,Motorway,Poor,Clear,Daylight,Car/Taxi,1,Mechanical Failure,1,0,0,0,1,0,Low
2021,1,Monday,21,Punjab,Sialkot,National Highway,Poor,Extreme Heat,No Light,Motorcycle,2,Wrong Overtaking,0,0,0,1,4,0,High
2022,5,Saturday,20,Punjab,Sialkot,Urban Road,Good,Clear,Street Light,Rickshaw,4,Pedestrian Error,1,1,0,0,1,0,Low
2023,1,Thursday,17,KPK,Nowshera,Urban Road,Poor,Clear,Daylight,Car/Taxi,1,Pedestrian Error,1,0,0,1,2,0,Low
2023,11,Sunday,22,Sindh,Dadu,National Highway,Average,Foggy,Street Light,Car/Taxi,2,Wrong Overtaking,0,1,1,1,2,0,High
2021,5,Friday,2,Islamabad,Islamabad,National Highway,Poor,Rainy,No Light,Bus/Coach,2,Over Speeding,0,0,1,0,4,0,High
2019,3,Friday,11,Punjab,Rawalpindi,National Highway,Average,Dusty/Smoggy,No Light,Bus/Coach,2,Mechanical Failure,0,0,0,0,2,0,Low
2023,9,Sunday,9,Punjab,Sargodha,National Highway,Good,Clear,Dawn/Dusk,Motorcycle,2,Over Speeding,1,1,0,0,9,2,High
2021,1,Tuesday,20,Sindh,Jacobabad,Provincial Highway,Good,Clear,No Light,Car/Taxi,1,Over Speeding,1,0,0,1,4,0,Medium
2022,8,Friday,6,Punjab,Bahawalpur,National Highway,Good,Clear,Daylight,Car/Taxi,2,Wrong Overtaking,0,0,0,0,3,0,Medium
2021,5,Saturday,22,Punjab,Gujranwala,Urban Road,Under Repair,Foggy,No Light,Motorcycle,3,Road Condition,0,1,1,0,3,3,High
2019,5,Tuesday,10,Punjab,Rawalpindi,Rural Road,Average,Clear,Daylight,Rickshaw,1,Over Speeding,0,0,0,0,1,0,Low
2020,11,Friday,10,Punjab,Faisalabad,Provincial Highway,Good,Foggy,Daylight,Van/Pickup,2,Signal Violation,0,0,0,1,1,0,Low
2023,5,Thursday,20,Punjab,Multan,Urban Road,Good,Foggy,Street Light,Car/Taxi,1,Signal Violation,1,0,0,0,0,0,Low
2018,1,Monday,11,Islamabad,Islamabad,Rural Road,Good,Clear,Dawn/Dusk,Bus/Coach,2,Wrong Overtaking,0,0,0,1,2,0,Medium
2022,10,Sunday,19,Punjab,Bahawalpur,National Highway,Average,Clear,Dawn/Dusk,Car/Taxi,3,Mechanical Failure,1,1,0,0,2,0,Medium
2021,10,Monday,18,Sindh,Mirpur Khas,Urban Road,Average,Clear,Daylight,Car/Taxi,3,Mechanical Failure,1,0,0,0,0,0,Low
2023,2,Sunday,8,Balochistan,Quetta,Rural Road,Average,Clear,Daylight,Rickshaw,1,Wrong Overtaking,1,1,0,1,1,0,Low
2019,6,Monday,15,KPK,Abbottabad,Urban Road,Average,Clear,Daylight,Car/Taxi,3,Over Speeding,0,0,0,0,2,0,Low
2023,10,Tuesday,15,Sindh,Mirpur Khas,Urban Road,Under Repair,Clear,Daylight,Motorcycle,2,Road Condition,0,0,0,0,2,0,Low
2019,12,Monday,2,KPK,Mansehra,National Highway,Average,Rainy,No Light,Rickshaw,1,Pedestrian Error,0,0,1,1,4,2,Medium
2019,1,Sunday,3,KPK,Mardan,National Highway,Poor,Rainy,Street Light,Rickshaw,1,Drunk Driving,0,1,1,1,4,2,High
2022,1,Tuesday,10,Balochistan,Chaman,Urban Road,Poor,Rainy,Daylight,Rickshaw,4,Signal Violation,0,0,0,1,1,0,Medium
2022,4,Friday,12,Sindh,Jacobabad,National Highway,Under Repair,Foggy,Daylight,Bus/Coach,1,Signal Violation,1,0,0,0,4,2,High
2020,8,Monday,21,Balochistan,Loralai,Provincial Highway,Average,Foggy,No Light,Car/Taxi,3,Over Speeding,0,0,0,0,2,1,High
2022,12,Tuesday,9,Sindh,Jacobabad,Rural Road,Good,Foggy,Daylight,Motorcycle,2,Signal Violation,1,0,0,1,9,2,High
2022,10,Monday,15,Punjab,Gujranwala,Motorway,Poor,Extreme Heat,Daylight,Car/Taxi,1,Over Speeding,0,0,0,0,5,0,Medium
2022,11,Thursday,13,Balochistan,Turbat,Provincial Highway,Poor,Foggy,Daylight,Rickshaw,2,Over Speeding,1,0,0,1,10,1,High
2018,2,Monday,4,Sindh,Thatta,National Highway,Poor,Foggy,Street Light,Motorcycle,4,Wrong Overtaking,0,0,1,1,9,1,High
2018,1,Tuesday,13,Balochistan,Khuzdar,Rural Road,Poor,Clear,Dawn/Dusk,Bus/Coach,1,Wrong Overtaking,1,0,0,1,1,0,Low
2021,2,Wednesday,15,Punjab,Rawalpindi,Provincial Highway,Good,Foggy,Street Light,Truck/Lorry,2,Pedestrian Error,0,0,0,1,2,0,Medium
2022,7,Friday,21,Punjab,Faisalabad,National Highway,Average,Clear,No Light,Car/Taxi,3,Pedestrian Error,0,0,0,0,3,0,Medium
2023,2,Sunday,23,Islamabad,Islamabad,Motorway,Poor,Foggy,No Light,Motorcycle,2,Mobile Phone Use,0,1,1,1,9,1,High
2021,10,Monday,9,Punjab,Faisalabad,Rural Road,Good,Foggy,Dawn/Dusk,Motorcycle,3,Mechanical Failure,1,0,0,0,4,1,Medium
2023,1,Sunday,8,Islamabad,Islamabad,Provincial Highway,Average,Clear,Daylight,Car/Taxi,3,Signal Violation,1,1,0,1,2,0,Low
2021,11,Monday,9,Islamabad,Islamabad,National Highway,Good,Clear,Daylight,Bus/Coach,1,Over Speeding,1,0,0,1,4,0,Medium
2020,10,Wednesday,5,Balochistan,Turbat,Urban Road,Average,Clear,Dawn/Dusk,Car/Taxi,1,Signal Violation,0,0,1,0,1,0,Low
2018,12,Saturday,20,Sindh,Nawabshah,Urban Road,Good,Clear,No Light,Motorcycle,3,Wrong Overtaking,1,1,0,1,4,1,Medium
2022,2,Wednesday,18,Sindh,Thatta,National Highway,Poor,Clear,Daylight,Motorcycle,1,Mechanical Failure,1,0,0,1,3,0,Medium
2022,4,Saturday,18,Balochistan,Khuzdar,Provincial Highway,Good,Clear,Daylight,Car/Taxi,3,Road Condition,1,1,0,0,1,0,Low
2018,1,Tuesday,20,KPK,Mansehra,National Highway,Good,Clear,Street Light,Bus/Coach,4,Driver Fatigue,1,0,0,1,10,3,High
2019,1,Friday,16,Sindh,Sukkur,Rural Road,Poor,Clear,No Light,Rickshaw,1,Wrong Overtaking,0,0,0,1,1,0,Low
2021,3,Tuesday,23,AJK,Muzaffarabad,National Highway,Under Repair,Rainy,Street Light,Car/Taxi,1,Over Speeding,0,0,1,0,9,2,High
2023,7,Wednesday,20,KPK,Peshawar,Motorway,Average,Clear,Street Light,Car/Taxi,2,Wrong Overtaking,1,0,0,0,3,0,Medium
2019,1,Wednesday,6,AJK,Rawalakot,National Highway,Good,Clear,Daylight,Rickshaw,2,Signal Violation,0,0,0,1,2,0,Medium
2023,7,Sunday,17,Punjab,Bahawalpur,National Highway,Under Repair,Foggy,Daylight,Motorcycle,3,Mechanical Failure,1,1,0,0,3,2,Medium
2023,11,Thursday,7,Punjab,Sheikhupura,Provincial Highway,Good,Foggy,Daylight,Other,3,Over Speeding,1,0,0,1,5,0,Medium
2021,10,Saturday,14,Sindh,Mirpur Khas,Provincial Highway,Good,Foggy,Street Light,Motorcycle,1,Road Condition,0,1,0,0,5,1,Medium
2020,8,Friday,18,Punjab,Sialkot,National Highway,Good,Clear,Daylight,Motorcycle,4,Over Speeding,1,0,0,0,10,2,High
2020,3,Saturday,21,KPK,Kohat,Rural Road,Average,Clear,Street Light,Motorcycle,3,Over Speeding,0,1,0,0,4,0,High
2023,12,Tuesday,13,Punjab,Rahim Yar Khan,National Highway,Good,Foggy,Daylight,Motorcycle,1,Drunk Driving,1,0,0,1,7,1,High
2022,1,Saturday,17,AJK,Muzaffarabad,National Highway,Good,Clear,Daylight,Rickshaw,2,Over Speeding,1,1,0,1,4,2,Medium
2021,2,Sunday,11,Punjab,Sargodha,Provincial Highway,Average,Rainy,Daylight,Bicycle,1,Road Condition,0,1,0,1,4,2,Medium
2020,3,Monday,11,Sindh,Larkana,Provincial Highway,Good,Rainy,Daylight,Motorcycle,3,Road Condition,0,0,0,0,2,0,Medium
2023,1,Monday,1,Punjab,Sialkot,National Highway,Good,Clear,Street Light,Bicycle,2,Over Speeding,0,0,1,1,6,2,High
2023,8,Thursday,11,Sindh,Larkana,National Highway,Good,Clear,Daylight,Motorcycle,1,Pedestrian Error,0,0,0,0,1,0,Medium
2021,6,Sunday,12,Punjab,Faisalabad,Motorway,Average,Clear,Daylight,Motorcycle,2,Mechanical Failure,1,1,0,0,1,1,Medium
2020,10,Wednesday,12,Punjab,Faisalabad,Urban Road,Good,Extreme Heat,Daylight,Rickshaw,3,Road Condition,1,0,0,0,0,0,Low
2022,2,Friday,12,KPK,Swat,National Highway,Good,Clear,Dawn/Dusk,Bus/Coach,2,Wrong Overtaking,1,0,0,1,9,0,High
2020,5,Thursday,11,Punjab,Gujranwala,Provincial Highway,Good,Clear,No Light,Bicycle,1,Mechanical Failure,0,0,0,0,5,1,Medium
2018,12,Saturday,20,Punjab,Lahore,Urban Road,Average,Rainy,No Light,Car/Taxi,1,Over Speeding,1,1,0,1,2,0,Low
2022,8,Wednesday,9,KPK,Abbottabad,National Highway,Average,Rainy,Daylight,Bicycle,2,Wrong Overtaking,1,0,0,0,9,1,High
2021,7,Saturday,14,Punjab,Gujranwala,Provincial Highway,Good,Rainy,Dawn/Dusk,Motorcycle,2,Signal Violation,0,1,0,0,5,0,Medium
2021,12,Tuesday,22,Sindh,Thatta,National Highway,Good,Clear,Street Light,Car/Taxi,3,Over Speeding,0,0,1,1,5,1,Medium
2021,7,Monday,16,Punjab,Multan,Urban Road,Average,Clear,Daylight,Rickshaw,2,Wrong Overtaking,0,0,0,0,0,0,Low
2022,11,Thursday,10,Punjab,Sialkot,Rural Road,Under Repair,Clear,Daylight,Motorcycle,3,Pedestrian Error,0,0,0,1,3,0,Medium
2022,1,Monday,13,KPK,Swat,Rural Road,Poor,Clear,Daylight,Rickshaw,3,Pedestrian Error,1,0,0,1,1,0,Low
2018,3,Thursday,23,Punjab,Gujranwala,Urban Road,Average,Clear,No Light,Motorcycle,2,Road Condition,0,0,1,0,0,0,Low
2018,2,Sunday,8,Balochistan,Loralai,Rural Road,Average,Clear,Daylight,Car/Taxi,2,Road Condition,1,1,0,1,0,0,Low
2021,9,Wednesday,18,Balochistan,Chaman,Urban Road,Average,Clear,Daylight,Motorcycle,2,Wrong Overtaking,1,0,0,0,3,1,Medium
2023,1,Monday,13,Punjab,Rahim Yar Khan,National Highway,Poor,Clear,No Light,Car/Taxi,2,Driver Fatigue,1,0,0,1,4,2,High
2022,1,Thursday,8,Gilgit-Baltistan,Skardu,National Highway,Poor,Foggy,Daylight,Car/Taxi,1,Over Speeding,1,0,0,1,3,0,Medium
2023,1,Sunday,14,Punjab,Bahawalpur,National Highway,Good,Rainy,Daylight,Rickshaw,1,Signal Violation,0,1,0,1,2,1,High
2019,11,Sunday,9,Punjab,Sargodha,National Highway,Good,Clear,Daylight,Car/Taxi,1,Signal Violation,1,1,0,1,3,0,Medium
2021,6,Friday,19,Punjab,Multan,National Highway,Average,Clear,Street Light,Car/Taxi,2,Drunk Driving,1,0,0,0,2,0,Medium
2023,4,Friday,19,Punjab,Multan,Provincial Highway,Good,Clear,Dawn/Dusk,Van/Pickup,2,Mechanical Failure,1,0,0,0,1,1,Low
2022,6,Monday,8,Sindh,Hyderabad,National Highway,Poor,Clear,Street Light,Bus/Coach,2,Wrong Overtaking,1,0,0,0,6,0,High
2020,9,Wednesday,9,Punjab,Sheikhupura,National Highway,Good,Clear,Daylight,Car/Taxi,1,Over Speeding,1,0,0,0,3,1,Medium
2023,3,Tuesday,3,KPK,Mansehra,Motorway,Poor,Clear,No Light,Motorcycle,3,Road Condition,0,0,1,0,9,2,High
2019,2,Wednesday,18,KPK,Abbottabad,Rural Road,Average,Clear,Dawn/Dusk,Motorcycle,1,Wrong Overtaking,1,0,0,1,0,0,Low
2021,3,Saturday,12,Punjab,Rawalpindi,National Highway,Good,Clear,Daylight,Car/Taxi,1,Wrong Overtaking,1,1,0,0,1,0,Medium
2018,12,Thursday,23,KPK,Peshawar,National Highway,Poor,Clear,No Light,Motorcycle,1,Signal Violation,0,0,1,1,10,0,High
2023,1,Wednesday,13,Islamabad,Islamabad,Urban Road,Good,Dusty/Smoggy,Street Light,Motorcycle,1,Signal Violation,1,0,0,1,1,0,Medium
2020,10,Monday,15,Punjab,Faisalabad,Urban Road,Average,Extreme Heat,Daylight,Car/Taxi,2,Over Speeding,0,0,0,0,5,0,Medium
2018,6,Tuesday,18,Punjab,Gujranwala,Provincial Highway,Average,Clear,Daylight,Motorcycle,2,Wrong Overtaking,1,0,0,0,3,0,Medium
2020,5,Saturday,9,Sindh,Dadu,Rural Road,Good,Clear,Daylight,Motorcycle,2,Pedestrian Error,1,1,0,0,2,0,Low
2020,11,Sunday,11,Sindh,Sukkur,National Highway,Good,Foggy,Daylight,Motorcycle,3,Signal Violation,0,1,0,1,2,1,High
2020,2,Thursday,8,Sindh,Jacobabad,Rural Road,Poor,Foggy,Daylight,Rickshaw,1,Mechanical Failure,1,0,0,1,1,0,Low
2019,6,Saturday,22,Punjab,Sialkot,Rural Road,Average,Clear,No Light,Truck/Lorry,1,Road Condition,0,1,1,0,0,0,Low
2018,6,Friday,14,KPK,Abbottabad,National Highway,Average,Clear,Daylight,Motorcycle,1,Wrong Overtaking,0,0,0,0,9,0,High
2023,5,Monday,16,Sindh,Larkana,Urban Road,Good,Clear,Street Light,Motorcycle,3,Pedestrian Error,0,0,0,0,0,0,Low
2021,6,Thursday,23,Sindh,Mirpur Khas,National Highway,Good,Foggy,Street Light,Bus/Coach,2,Driver Fatigue,0,0,1,0,7,2,High
2020,5,Thursday,2,Punjab,Faisalabad,Rural Road,Average,Rainy,Street Light,Motorcycle,2,Pedestrian Error,0,0,1,0,7,0,High
2019,5,Saturday,22,Sindh,Thatta,Urban Road,Good,Foggy,No Light,Bus/Coach,2,Pedestrian Error,0,1,1,0,5,0,Medium
2019,4,Sunday,11,Punjab,Sargodha,Provincial Highway,Poor,Foggy,Daylight,Car/Taxi,1,Road Condition,0,1,0,0,1,0,Low
2019,12,Monday,18,Sindh,Dadu,National Highway,Average,Clear,Daylight,Motorcycle,2,Pedestrian Error,1,0,0,1,11,0,High
2021,8,Monday,15,Islamabad,Islamabad,National Highway,Average,Clear,Street Light,Motorcycle,2,Over Speeding,0,0,0,0,7,0,High
